Path,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1,49,49,7220,7220,1.36000,+/-,0.01601,1.36000,+/-,0.01601,0.00000,0.00%,+/-,1.66%,0.0
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,1,1,46842,46842,8.81000,+/-,0.04071,8.81000,+/-,0.04071,0.00000,0.00%,+/-,0.65%,0.0
HLT_Photon75_R9Id90_HE10_IsoM,L1_SingleEG34||L1_SingleEG40,0||1,L1_SingleEG34||L1_SingleEG40,0||1,42,42,6536,6536,1.23000,+/-,0.01521,1.23000,+/-,0.01521,0.00000,0.00%,+/-,1.75%,0.0
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80,L1_ETM50||L1_ETM60||L1_ETM70,0||250||0,L1_ETM50||L1_ETM60||L1_ETM70,0||250||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT450to470,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,1,1,419508,419508,78.93000,+/-,0.12186,78.93000,+/-,0.12186,0.00000,0.00%,+/-,0.22%,0.0
HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG15,0,L1_Mu5_EG15,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_MET250,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,250||0||0||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,250||0||0||1||1||1,1,1,10019,10019,1.89000,+/-,0.01888,1.89000,+/-,0.01888,0.00000,0.00%,+/-,1.41%,0.0
HLT_DoubleMu4_PsiPrimeTrk_Displaced,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1||0||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1||0||1,1,1,14056,14056,2.64000,+/-,0.02227,2.64000,+/-,0.02227,0.00000,0.00%,+/-,1.19%,0.0
HLT_HT2500,L1_HTT280||L1_HTT300||L1_HTT320,0||1||1,L1_HTT280||L1_HTT300||L1_HTT320,0||1||1,1,1,173,173,0.03000,+/-,0.00228,0.03000,+/-,0.00228,0.00000,0.00%,+/-,10.75%,0.0
HLT_AK4CaloJet30,L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_OR_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu50,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,123324,123324,23.20000,+/-,0.06606,23.20000,+/-,0.06606,0.00000,0.00%,+/-,0.40%,0.0
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL,L1_TripleEG_14_10_8||L1_TripleEG_18_17_8,0||1,L1_TripleEG_14_10_8||L1_TripleEG_18_17_8,0||1,1,1,10114,10114,1.90000,+/-,0.01889,1.90000,+/-,0.01889,0.00000,0.00%,+/-,1.41%,0.0
HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||0||1||0||0||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||0||1||0||0||0||0||0||0||0||1||1,765,765,479,479,0.09000,+/-,0.00411,0.09000,+/-,0.00411,0.00000,0.00%,+/-,6.46%,0.0
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1,1,1,78995,78995,14.86000,+/-,0.05287,14.86000,+/-,0.05287,0.00000,0.00%,+/-,0.50%,0.0
HLT_PFHT300_PFMET110,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,1,1,29258,29258,5.51000,+/-,0.03221,5.51000,+/-,0.03221,0.00000,0.00%,+/-,0.83%,0.0
HLT_IsoMu21_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg,L1_Mu18er_IsoTau26er||L1_Mu20er_IsoTau26er,0||1,L1_Mu18er_IsoTau26er||L1_Mu20er_IsoTau26er,0||1,1,1,5540,5540,1.04000,+/-,0.01397,1.04000,+/-,0.01397,0.00000,0.00%,+/-,1.90%,0.0
HLT_DiCentralPFJet170_CFMax0p1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,0||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,0||1||1||1,1,1,6130,6130,1.15000,+/-,0.01469,1.15000,+/-,0.01469,0.00000,0.00%,+/-,1.81%,0.0
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140,L1_ETM80||L1_ETM90||L1_ETM100,0||1||1,L1_ETM80||L1_ETM90||L1_ETM100,0||1||1,1,1,2363,2363,0.44000,+/-,0.00905,0.44000,+/-,0.00905,0.00000,0.00%,+/-,2.91%,0.0
HLT_Dimuon10_Jpsi_Barrel,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,0||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
DST_L1HTT_BTagScouting,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,1000,1000,25176,25176,4.74000,+/-,0.02987,4.74000,+/-,0.02987,0.00000,0.00%,+/-,0.89%,0.0
HLT_HT200_DisplacedDijet40_DisplacedTrack,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0_Phi_Barrel,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,0||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG15,3000,L1_SingleEG15,3000,1,1,7785,7785,1.46000,+/-,0.01655,1.46000,+/-,0.01655,0.00000,0.00%,+/-,1.60%,0.0
HLT_DiPFJetAve35_HFJEC,L1_SingleJet16,0,L1_SingleJet16,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,1,1,31736,31736,5.97000,+/-,0.03351,5.97000,+/-,0.03351,0.00000,0.00%,+/-,0.79%,0.0
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||20000||0||8000||0||0||0||0||1||1,L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||20000||0||8000||0||0||0||0||1||1,1,1,17504,17504,3.29000,+/-,0.02487,3.29000,+/-,0.02487,0.00000,0.00%,+/-,1.07%,0.0
HLT_L1_TripleJet_VBF,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,12240,12240,5831,5831,1.10000,+/-,0.01441,1.10000,+/-,0.01441,0.00000,0.00%,+/-,1.85%,0.0
HLT_PFMET170_HBHECleaned,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||250||0||0||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||250||0||0||1||1,1,1,35284,35284,6.64000,+/-,0.03535,6.64000,+/-,0.03535,0.00000,0.00%,+/-,0.75%,0.0
AlCa_LumiPixels_Random,,,,,2,2,1514092,1514092,284.88000,+/-,0.23152,284.88000,+/-,0.23152,0.00000,0.00%,+/-,0.11%,0.0
HLT_DoubleJetsC100_DoubleBTagCSV_p014_DoublePFJetsC100MaxDeta1p6,L1_DoubleJetC100,0,L1_DoubleJetC100,0,0,0,78458,78458,14.76000,+/-,0.05269,14.76000,+/-,0.05269,0.00000,0.00%,+/-,0.50%,0.0
HLT_MET700,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,250||0||0||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,250||0||0||1||1||1,1,1,103,103,0.02000,+/-,0.00197,0.02000,+/-,0.00197,0.00000,0.00%,+/-,13.93%,0.0
HLT_Dimuon16_Jpsi,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleMu4_LowMassNonResonantTrk_Displaced,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1||0||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1||0||1,1,1,203728,203728,38.33000,+/-,0.08492,38.33000,+/-,0.08492,0.00000,0.00%,+/-,0.31%,0.0
HLT_VBF_DisplacedJet40_Hadronic,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||0||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||0||1 ||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1MinimumBiasHF_OR,L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_OR_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,500||0||0||0||1||1||1||0||0||0||0||0||0||0||1||1||0||1||1||0||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,500||0||0||0||1||1||1||0||0||0||0||0||0||0||1||1||0||1||1||0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleEle37_Ele27_CaloIdL_GsfTrkIdVL,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,500||0||0||0||1||1||1||0||0||0||0||0||0||0||1||1||0||1||1||0||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,500||0||0||0||1||1||1||0||0||0||0||0||0||0||1||1||0||1||1||0||1,1,1,113841,113841,21.42000,+/-,0.06348,21.42000,+/-,0.06348,0.00000,0.00%,+/-,0.42%,0.0
HLT_Mu30_TkMu11,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,68366,68366,12.86000,+/-,0.04918,12.86000,+/-,0.04918,0.00000,0.00%,+/-,0.54%,0.0
HLT_HT750_DisplacedDijet80_Inclusive,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,1,1,1501,1501,0.28000,+/-,0.00723,0.28000,+/-,0.00723,0.00000,0.00%,+/-,3.65%,0.0
HLT_Mu17,L1_SingleMu10_LowQ,600,L1_SingleMu10_LowQ,600,3,3,12101,12101,2.28000,+/-,0.02073,2.28000,+/-,0.02073,0.00000,0.00%,+/-,1.29%,0.0
HLTriggerFirstPath (2054817),,,,,1,1,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu27_Ele37_CaloIdL_GsfTrkIdVL,L1_SingleMu16||L1_SingleMu25,0||1,L1_SingleMu16||L1_SingleMu25,0||1,1,1,11808,11808,2.22000,+/-,0.02043,2.22000,+/-,0.02043,0.00000,0.00%,+/-,1.30%,0.0
HLT_L1BeamGasPlus,L1_BeamGasPlus,0,L1_BeamGasPlus,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele22_eta2p1_WPLoose_Gsf,L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleEG40,0||0||1,L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleEG40,0||0||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0_Jpsi_Muon,L1_TripleMu0||L1_TripleMu_5_0_0,0||1,L1_TripleMu0||L1_TripleMu_5_0_0,0||1,1,1,69905,69905,13.15000,+/-,0.04974,13.15000,+/-,0.04974,0.00000,0.00%,+/-,0.53%,0.0
HLT_PFHT350,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,1024,1024,11311,11311,2.13000,+/-,0.02003,2.13000,+/-,0.02003,0.00000,0.00%,+/-,1.33%,0.0
HLT_Photon250_NoHE,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,1,1,24719,24719,4.65000,+/-,0.02958,4.65000,+/-,0.02958,0.00000,0.00%,+/-,0.90%,0.0
HLT_AK8PFJet450,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,1,1,72544,72544,13.65000,+/-,0.05068,13.65000,+/-,0.05068,0.00000,0.00%,+/-,0.53%,0.0
DST_Physics,,,,,10,10,42102972,42102972,7921.88000,+/-,1.22088,7921.88000,+/-,1.22088,0.00000,0.00%,+/-,0.02%,0.0
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,9237,9237,1.74000,+/-,0.01810,1.74000,+/-,0.01810,0.00000,0.00%,+/-,1.47%,0.0
HLT_Photon600,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,1,1,84,84,0.02000,+/-,0.00218,0.02000,+/-,0.00218,0.00000,0.00%,+/-,15.43%,0.0
HLT_L1SingleMu18,L1_SingleMu18,200,L1_SingleMu18,200,63,63,4311,4311,0.81000,+/-,0.01234,0.81000,+/-,0.01234,0.00000,0.00%,+/-,2.15%,0.0
HLT_AK8PFJet60,L1_SingleJet35,5000,L1_SingleJet35,5000,48,48,9128,9128,1.72000,+/-,0.01800,1.72000,+/-,0.01800,0.00000,0.00%,+/-,1.48%,0.0
HLT_PFHT650_WideJetMJJ900DEtaJJ1p5,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,1,1,51901,51901,9.77000,+/-,0.04289,9.77000,+/-,0.04289,0.00000,0.00%,+/-,0.62%,0.0
HLT_DoubleJetsC100_DoubleBTagCSV_p026_DoublePFJetsC160,L1_DoubleJetC100,0,L1_DoubleJetC100,0,0,0,50297,50297,9.46000,+/-,0.04218,9.46000,+/-,0.04218,0.00000,0.00%,+/-,0.63%,0.0
