Path,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_Mu20,L1_SingleMu18,200,L1_SingleMu18,200,5,5,5295,5295,1.00000,+/-,0.01374,1.00000,+/-,0.01374,0.00000,0.00%,+/-,1.94%,0.0
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||20000||0||8000||0||0||0||0||1||1,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||20000||0||8000||0||0||0||0||1||1,1,1,25131,25131,4.73000,+/-,0.02984,4.73000,+/-,0.02984,0.00000,0.00%,+/-,0.89%,0.0
HLT_Ele15_IsoVVVL_PFHT400,L1_SingleEG5,80000,L1_SingleEG5,80000,1,1,27479,27479,5.17000,+/-,0.03119,5.17000,+/-,0.03119,0.00000,0.00%,+/-,0.85%,0.0
HLT_AK8PFJet320,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,50,50,14824,14824,2.79000,+/-,0.02292,2.79000,+/-,0.02292,0.00000,0.00%,+/-,1.16%,0.0
HLT_Photon50_R9Id90_HE10_IsoM,L1_SingleEG34||L1_SingleEG40,0||1,L1_SingleEG34||L1_SingleEG40,0||1,209,209,5415,5415,1.02000,+/-,0.01386,1.02000,+/-,0.01386,0.00000,0.00%,+/-,1.92%,0.0
HLT_MET75_IsoTrk50,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||250||0||0||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||250||0||0||1||1,1,1,5141,5141,0.97000,+/-,0.01353,0.97000,+/-,0.01353,0.00000,0.00%,+/-,1.97%,0.0
HLT_Random,,,,,120,120,25318,25318,4.76000,+/-,0.02992,4.76000,+/-,0.02992,0.00000,0.00%,+/-,0.89%,0.0
HLT_Mu17_Mu8_SameSign_DZ,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,28553,28553,5.37000,+/-,0.03178,5.37000,+/-,0.03178,0.00000,0.00%,+/-,0.84%,0.0
HLT_L2Mu10_NoVertex_NoBPTX,L1_SingleMuOpen_NotBptxOR,16,L1_SingleMuOpen_NotBptxOR,16,134,134,2919,2919,0.55000,+/-,0.01018,0.55000,+/-,0.01018,0.00000,0.00%,+/-,2.62%,0.0
HLT_QuadMuon0_Dimuon0_Jpsi,L1_QuadMu0,1,L1_QuadMu0,1,1,1,2047,2047,0.39000,+/-,0.00862,0.39000,+/-,0.00862,0.00000,0.00%,+/-,3.13%,0.0
HLT_AK8DiPFJet250_200_TrimMass30,L1_SingleJet180||L1_SingleJet200,1||1,L1_SingleJet180||L1_SingleJet200,1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT200_PFAlphaT0p51,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,278,278,5998,5998,1.13000,+/-,0.01459,1.13000,+/-,0.01459,0.00000,0.00%,+/-,1.83%,0.0
HLT_DiCentralPFJet170,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,0||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,0||1||1||1,557,557,5533,5533,1.04000,+/-,0.01398,1.04000,+/-,0.01398,0.00000,0.00%,+/-,1.90%,0.0
HLT_Mu24_eta2p1,L1_SingleMu20er||L1_SingleMu22,1||1,L1_SingleMu20er||L1_SingleMu22,1||1,480,480,5674,5674,1.07000,+/-,0.01420,1.07000,+/-,0.01420,0.00000,0.00%,+/-,1.88%,0.0
DST_CaloJet40_BTagScouting,L1_ZeroBias,15923,L1_ZeroBias,15923,10,10,20977,20977,3.95000,+/-,0.02727,3.95000,+/-,0.02727,0.00000,0.00%,+/-,0.98%,0.0
HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,1,1,2644,2644,0.50000,+/-,0.00972,0.50000,+/-,0.00972,0.00000,0.00%,+/-,2.75%,0.0
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40,1,36,36,4038,4038,0.76000,+/-,0.01196,0.76000,+/-,0.01196,0.00000,0.00%,+/-,2.23%,0.0
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165,L1_SingleEG40,1,L1_SingleEG40,1,1,1,72762,72762,13.69000,+/-,0.05075,13.69000,+/-,0.05075,0.00000,0.00%,+/-,0.52%,0.0
HLT_Mu16_TkMu0_dEta18_Phi,L1_SingleMu14er||L1_SingleMu16,0||0,L1_SingleMu14er||L1_SingleMu16,0||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_RsqMR270_Rsq0p09_MR200,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,20000||0||8000||0||0||0||0||1||300||0||0||0||0||1||1||0||0||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,20000||0||8000||0||0||0||0||1||300||0||0||0||0||1||1||0||0||0||1||1||1||0||1||0||1,1,1,34730,34730,6.53000,+/-,0.03504,6.53000,+/-,0.03504,0.00000,0.00%,+/-,0.76%,0.0
HLT_HT200,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,10752,10752,4304,4304,0.81000,+/-,0.01235,0.81000,+/-,0.01235,0.00000,0.00%,+/-,2.16%,0.0
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu16_TkMu0_dEta18_Onia,L1_SingleMu14er||L1_SingleMu16,0||0,L1_SingleMu14er||L1_SingleMu16,0||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele24_eta2p1_WPLoose_Gsf_LooseIsoPFTau30,L1_IsoEG22er_IsoTau26er_dEta_Min0p2,1,L1_IsoEG22er_IsoTau26er_dEta_Min0p2,1,1,1,32941,32941,6.20000,+/-,0.03416,6.20000,+/-,0.03416,0.00000,0.00%,+/-,0.78%,0.0
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,1,1,22553,22553,4.24000,+/-,0.02823,4.24000,+/-,0.02823,0.00000,0.00%,+/-,0.94%,0.0
HLT_IsoMu21_eta2p1_LooseIsoPFTau50_Trk30_eta2p1_SingleL1,L1_SingleMu20er||L1_SingleMu22er,1||1,L1_SingleMu20er||L1_SingleMu22er,1||1,1,1,18315,18315,3.45000,+/-,0.02549,3.45000,+/-,0.02549,0.00000,0.00%,+/-,1.04%,0.0
HLT_IsoMu27,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,475952,475952,89.55000,+/-,0.12980,89.55000,+/-,0.12980,0.00000,0.00%,+/-,0.20%,0.0
HLT_DoubleIsoMu17_eta2p1_noDzCut,L1_DoubleMu_12_5,1,L1_DoubleMu_12_5,1,1,1,26917,26917,5.06000,+/-,0.03084,5.06000,+/-,0.03084,0.00000,0.00%,+/-,0.86%,0.0
HLT_Ele24_eta2p1_WPLoose_Gsf,L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40,0||0||1,L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40,0||0||1,160,160,6849,6849,1.29000,+/-,0.01559,1.29000,+/-,0.01559,0.00000,0.00%,+/-,1.71%,0.0
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,500||0||0||0||1||1||1||0||0||0||0||0||0||0||1||1||0||1||1||0||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,500||0||0||0||1||1||1||0||0||0||0||0||0||0||1||1||0||1||1||0||1,1,1,47067,47067,8.86000,+/-,0.04084,8.86000,+/-,0.04084,0.00000,0.00%,+/-,0.65%,0.0
HLT_L1FatEvents_part0,,,,,7,7,561992,561992,105.74000,+/-,0.14105,105.74000,+/-,0.14105,0.00000,0.00%,+/-,0.19%,0.0
HLT_L1FatEvents_part3,,,,,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK8PFJet360_TrimMass30,L1_SingleJet180||L1_SingleJet200,1||1,L1_SingleJet180||L1_SingleJet200,1||1,1,1,50646,50646,9.53000,+/-,0.04235,9.53000,+/-,0.04235,0.00000,0.00%,+/-,0.63%,0.0
HLT_HISinglePhoton40,L1_SingleEG5,80000,L1_SingleEG5,80000,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFMET100_PFMHT100_IDTight_BeamHaloCleaned,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
DST_L1HTT_CaloScouting_PFScouting,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,1000,1000,28221,28221,5.31000,+/-,0.03161,5.31000,+/-,0.03161,0.00000,0.00%,+/-,0.84%,0.0
HLT_Photon90_R9Id90_HE10_IsoM,L1_SingleEG34||L1_SingleEG40,0||1,L1_SingleEG34||L1_SingleEG40,0||1,21,21,6647,6647,1.25000,+/-,0.01533,1.25000,+/-,0.01533,0.00000,0.00%,+/-,1.73%,0.0
HLT_DoubleJetsC100_SingleBTagCSV_p026,L1_DoubleJetC100,0,L1_DoubleJetC100,0,850,850,5193,5193,0.98000,+/-,0.01360,0.98000,+/-,0.01360,0.00000,0.00%,+/-,1.96%,0.0
HLT_DiPFJetAve500,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,3,3,8873,8873,1.67000,+/-,0.01773,1.67000,+/-,0.01773,0.00000,0.00%,+/-,1.50%,0.0
HLT_Photon165_R9Id90_HE10_IsoM,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,1,1,7879,7879,1.48000,+/-,0.01667,1.48000,+/-,0.01667,0.00000,0.00%,+/-,1.59%,0.0
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40,1,7,7,9311,9311,1.75000,+/-,0.01814,1.75000,+/-,0.01814,0.00000,0.00%,+/-,1.47%,0.0
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1||0||0||0||0||0||0||0||1||1,17,17,18154,18154,3.42000,+/-,0.02538,3.42000,+/-,0.02538,0.00000,0.00%,+/-,1.05%,0.0
HLT_PFHT450_SixJet40,L1_HTT280||L1_HTT300,0||1,L1_HTT280||L1_HTT300,0||1,28,28,5429,5429,1.02000,+/-,0.01384,1.02000,+/-,0.01384,0.00000,0.00%,+/-,1.92%,0.0
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13,L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0,190,L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0,190,1,1,4977,4977,0.94000,+/-,0.01332,0.94000,+/-,0.01332,0.00000,0.00%,+/-,2.00%,0.0
HLT_Mu12_Photon25_CaloIdL,L1_Mu5_EG20||L1_MU20_EG15,0||1,L1_Mu5_EG20||L1_MU20_EG15,0||1,16000,16000,23,23,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0_Upsilon_Muon,L1_TripleMu0||L1_TripleMu_5_0_0,0||1,L1_TripleMu0||L1_TripleMu_5_0_0,0||1,1,1,39492,39492,7.43000,+/-,0.03739,7.43000,+/-,0.03739,0.00000,0.00%,+/-,0.71%,0.0
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40,1,9,9,3671,3671,0.69000,+/-,0.01139,0.69000,+/-,0.01139,0.00000,0.00%,+/-,2.33%,0.0
HLT_DoubleMu33NoFiltersNoVtx,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,21886,21886,4.12000,+/-,0.02785,4.12000,+/-,0.02785,0.00000,0.00%,+/-,0.96%,0.0
HLT_PFHT600,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,64,64,17025,17025,3.20000,+/-,0.02452,3.20000,+/-,0.02452,0.00000,0.00%,+/-,1.08%,0.0
HLT_HcalNZS,L1_SingleEG5||L1_SingleEG24||L1_SingleJet35||L1_SingleJet60||L1_SingleMuOpen||L1_ZeroBias,80000||5000||5000||2000||30000||15923,L1_SingleEG5||L1_SingleEG24||L1_SingleJet35||L1_SingleJet60||L1_SingleMuOpen||L1_ZeroBias,80000||5000||5000||2000||30000||15923,1,1,3875,3875,0.73000,+/-,0.01173,0.73000,+/-,0.01173,0.00000,0.00%,+/-,2.27%,0.0
HLT_IsoTrackHE,L1_SingleJet60,2000,L1_SingleJet60,2000,3,3,9849,9849,1.85000,+/-,0.01864,1.85000,+/-,0.01864,0.00000,0.00%,+/-,1.43%,0.0
HLT_DoubleJetsC100_SingleBTagCSV_p014,L1_DoubleJetC100,0,L1_DoubleJetC100,0,600,600,5401,5401,1.02000,+/-,0.01388,1.02000,+/-,0.01388,0.00000,0.00%,+/-,1.92%,0.0
HLT_AK8PFJet260,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,145,145,13600,13600,2.56000,+/-,0.02195,2.56000,+/-,0.02195,0.00000,0.00%,+/-,1.21%,0.0
HLT_Photon30,L1_SingleEG26,500,L1_SingleEG26,500,29,29,3755,3755,0.71000,+/-,0.01159,0.71000,+/-,0.01159,0.00000,0.00%,+/-,2.31%,0.0
HLT_IsoMu19_eta2p1_LooseIsoPFTau20,L1_Mu18er_Tau20er,1,L1_Mu18er_Tau20er,1,1,1,37376,37376,7.03000,+/-,0.03636,7.03000,+/-,0.03636,0.00000,0.00%,+/-,0.73%,0.0
HLT_PFJet500,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,1,1,31562,31562,5.94000,+/-,0.03344,5.94000,+/-,0.03344,0.00000,0.00%,+/-,0.80%,0.0
HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq200,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Photon36,L1_SingleEG26,500,L1_SingleEG26,500,15,15,3941,3941,0.74000,+/-,0.01179,0.74000,+/-,0.01179,0.00000,0.00%,+/-,2.25%,0.0
HLT_Dimuon0er16_Jpsi_NoVertexing,L1_DoubleMu0er1p6_dEta_Max1p8_OS,0,L1_DoubleMu0er1p6_dEta_Max1p8_OS,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu16_eta2p1_MET30,L1_Mu14er_ETM30,0,L1_Mu14er_ETM30,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_IsoTkMu18,L1_SingleMu16,0,L1_SingleMu16,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu20_Mu10,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,42,42,4136,4136,0.78000,+/-,0.01213,0.78000,+/-,0.01213,0.00000,0.00%,+/-,2.20%,0.0
DST_HT450_BTagScouting,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,1,1,2437327,2437327,458.59000,+/-,0.29374,458.59000,+/-,0.29374,0.00000,0.00%,+/-,0.09%,0.0
HLT_PFJet25_NoCaloMatched,L1_SingleJet12_BptxAND,0,L1_SingleJet12_BptxAND,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu50_IsoVVVL_PFHT400,L1_SingleMuOpen,30000,L1_SingleMuOpen,30000,1,1,11953,11953,2.25000,+/-,0.02058,2.25000,+/-,0.02058,0.00000,0.00%,+/-,1.29%,0.0
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,97584,97584,18.36000,+/-,0.05877,18.36000,+/-,0.05877,0.00000,0.00%,+/-,0.45%,0.0
HLT_ZeroBias_FirstCollisionAfterAbortGap_copy,L1_ZeroBias_copy,0,L1_ZeroBias_copy,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT125,L1_HTT120,60000,L1_HTT120,60000,1,1,9464,9464,1.78000,+/-,0.01830,1.78000,+/-,0.01830,0.00000,0.00%,+/-,1.45%,0.0
HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL,L1_Mu5_EG20||L1_MU20_EG15,0||1,L1_Mu5_EG20||L1_MU20_EG15,0||1,1,1,8111,8111,1.53000,+/-,0.01699,1.53000,+/-,0.01699,0.00000,0.00%,+/-,1.57%,0.0
