Path,Group,Dataset,L1Path,L1Prescale(1.15e34),Steam L1path,Steam L1Prescale,WBM hltPrescale(1.15e34),Steam hltPrescale,Wbm Count,Wbm prescaled Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_Mu20,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu18,120,L1_SingleMu18, 100,7,626,5295,14,14,1.00,+/-,0.01,0.00,+/-,0.00,0.99842,99.84%,+/-,1.37%,2370.55845932
HLT_HT425,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,780,600,5208,13,17,0.98,+/-,0.01,0.00,+/-,0.00,0.97800,99.80%,+/-,1.39%,2019.72616159
HLT_DoubleJetsC100_SingleBTagCSV_p026,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC100,1,L1_DoubleJetC100, 1,700,530,5193,13,7,0.98,+/-,0.01,0.00,+/-,0.00,0.97907,99.91%,+/-,1.39%,2783.33572019
HLT_PFHT250,"SUS","OnlineMonitor,JetHT",L1_HTT220,7000,L1_HTT220, 6500,1,1,5137,13,12,0.97,+/-,0.01,0.85,+/-,0.24,0.12442,12.83%,+/-,21.98%,0.50970208419
HLT_Mu12_Photon25_CaloIdL_L1OR,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_MU20_EG15,1||1,L1_Mu5_EG20||L1_MU20_EG15, 1||1,50,40,5158,13,8,0.97,+/-,0.01,0.01,+/-,0.00,0.95591,98.55%,+/-,1.39%,191.847400902
HLT_MET75_IsoTrk50,"EXO","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||200||0||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 0||150||0||1||1||1,1,1,5141,13,18,0.97,+/-,0.01,1.27,+/-,0.30,0.29837,23.52%,+/-,18.06%,0.998043553323
HLT_HT275,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,4368,3360,5099,13,15,0.96,+/-,0.01,0.00,+/-,0.00,0.95969,99.97%,+/-,1.40%,11815.3841054
HLT_PFHT400_SixJet30,"HIG","OnlineMonitor,JetHT",L1_HTT280||L1_HTT300,0||1,L1_HTT280||L1_HTT300, 1||1,100,80,5075,13,17,0.95,+/-,0.01,0.01,+/-,0.00,0.93503,98.42%,+/-,1.40%,257.462854083
HLT_AK8PFJet140,"SMP","OnlineMonitor,JetHT",L1_SingleJet90,1500,L1_SingleJet90, 1200,4,6,4997,13,19,0.94,+/-,0.01,0.22,+/-,0.05,0.71686,76.26%,+/-,1.92%,14.0034231884
HLT_HT350_DisplacedDijet80_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,1,1,4997,13,12,0.94,+/-,0.01,0.85,+/-,0.24,0.09442,10.04%,+/-,23.40%,0.38680093885
HLT_HT325,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,2392,1840,4979,13,13,0.94,+/-,0.01,0.00,+/-,0.00,0.93950,99.95%,+/-,1.42%,6804.07704639
HLT_TkMu20,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu18,120,L1_SingleMu18, 100,7,626,5004,13,13,0.94,+/-,0.01,0.00,+/-,0.00,0.93854,99.84%,+/-,1.41%,2312.48646292
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13,"null","OnlineMonitor,DoubleEG",L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0,160,L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0, 150,1,1,4977,13,14,0.94,+/-,0.01,0.99,+/-,0.26,0.04651,4.71%,+/-,25.50%,0.176414400026
HLT_DoubleJet90_Double30_DoubleBTagCSV_p087,"HIG ,Hbb","OnlineMonitor,BTagCSV",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||1||1||0||1||1||1||1||1||1||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120, 1||1||1||1||1||1||1||1||1||1||1||1,170,130,4969,13,12,0.93,+/-,0.01,0.01,+/-,0.00,0.92350,99.30%,+/-,1.42%,491.827514105
HLT_MET300,"PPD","OnlineMonitor,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,200||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120, 150||0||1||1||1||1,1,1,4836,12,11,0.91,+/-,0.01,0.78,+/-,0.23,0.13488,14.82%,+/-,21.92%,0.577145689345
HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15,"EXO long","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||0||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||0||1||0||1||1||1||1||1||1||1||0,26,20,4836,12,17,0.91,+/-,0.01,0.06,+/-,0.01,0.85010,93.42%,+/-,1.44%,58.5198478836
HLT_Ele17_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,DoubleEG",L1_SingleEG15,2000,L1_SingleEG15, 1000,8,12,4848,12,10,0.91,+/-,0.01,0.06,+/-,0.02,0.85128,93.55%,+/-,1.44%,45.843573522
DST_L1DoubleMu_BTagScouting,null,null,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,, ,1000,-1,4855,12,0,0.91,+/-,0.01,0.00,+/-,0.00,0.91000,100.00%,+/-,1.44%,No rates in Steam
HLT_DiPFJetAve100_HFJEC,"FSQ,JME","OnlineMonitor,JetHT",L1_SingleJet60,1200,L1_SingleJet60, 1000,1,1,4724,12,13,0.89,+/-,0.01,0.92,+/-,0.25,0.02605,2.84%,+/-,26.98%,0.102523111782
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40, 1,1,1,4693,12,11,0.88,+/-,0.01,0.78,+/-,0.23,0.10488,11.92%,+/-,23.44%,0.448779629575
HLT_Ele23_CaloIdM_TrackIdM_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG15,2000,L1_SingleEG15, 1000,1,2,4686,12,6,0.88,+/-,0.01,0.21,+/-,0.09,0.66860,75.98%,+/-,2.77%,7.7472736294
HLT_PFMET170_NotCleaned,"JME","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||200||0||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 0||150||0||1||1||1,27,21,4691,12,13,0.88,+/-,0.01,0.04,+/-,0.01,0.83638,95.04%,+/-,1.46%,69.1314829548
HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx,"EXO PAG","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,4668,12,14,0.88,+/-,0.01,0.99,+/-,0.26,0.10651,10.80%,+/-,23.88%,0.403983101307
HLT_DoubleJetsC100_SingleBTagCSV_p026_SinglePFJetC350,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC100,1,L1_DoubleJetC100, 1,20,16,4458,11,12,0.84,+/-,0.01,0.05,+/-,0.02,0.78715,93.71%,+/-,1.50%,51.5956114971
HLT_DoubleMu23NoFiltersNoVtxDisplaced,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,4416,11,16,0.83,+/-,0.01,1.13,+/-,0.28,0.29744,26.38%,+/-,18.44%,1.05528411216
HLT_L2Mu10,"MUO","OnlineMonitor,SingleMuon",L1_SingleMu22,1,L1_SingleMu22, 1,3250,2500,4349,11,14,0.82,+/-,0.01,0.00,+/-,0.00,0.81961,99.95%,+/-,1.52%,7771.52230304
HLT_Mu8_TrkIsoVVL,"SUS,MUO","OnlineMonitor,DoubleMuon",L1_SingleMu3||L1_SingleMu5||L1_SingleMu7,12000||0||150,L1_SingleMu3||L1_SingleMu5||L1_SingleMu7, 10000||300||250,136,157,4335,11,11,0.82,+/-,0.01,0.00,+/-,0.00,0.81506,99.40%,+/-,1.52%,547.544926371
HLT_PFMET170_BeamHaloCleaned,"JME","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||200||0||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 0||150||0||1||1||1,27,21,4352,11,13,0.82,+/-,0.01,0.04,+/-,0.01,0.77638,94.68%,+/-,1.52%,64.1721397118
HLT_L1SingleMu18,"MUO","OnlineMonitor,SingleMuon",L1_SingleMu18,120,L1_SingleMu18, 100,85,7826,4311,11,13,0.81,+/-,0.01,0.00,+/-,0.00,0.80988,99.99%,+/-,1.52%,24946.8503041
HLT_HT200,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,8736,6720,4304,11,13,0.81,+/-,0.01,0.00,+/-,0.00,0.80986,99.98%,+/-,1.52%,21420.7572583
HLT_Ele23_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,DoubleEG",L1_SingleEG18||L1_SingleEG24,4000||2500,L1_SingleEG18||L1_SingleEG24, 3000||2000,4,5,4147,11,9,0.78,+/-,0.01,0.13,+/-,0.04,0.65316,83.74%,+/-,1.79%,15.4488224299
HLT_Mu20_Mu10,"Higgs","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,34,26,4136,11,15,0.78,+/-,0.01,0.04,+/-,0.01,0.73935,94.79%,+/-,1.56%,70.437077963
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx,"EXO PAG","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,4076,10,12,0.77,+/-,0.01,0.85,+/-,0.24,0.07558,8.94%,+/-,26.33%,0.309638884744
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40, 1,3,3,4111,10,10,0.77,+/-,0.01,0.23,+/-,0.07,0.53512,69.50%,+/-,3.33%,7.20434470531
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu0er1p6_dEta_Max1p8,130,L1_DoubleMu0er1p6_dEta_Max1p8, 100,1,2,4051,10,10,0.76,+/-,0.01,0.35,+/-,0.11,0.40767,53.64%,+/-,6.98%,3.65904961061
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40, 1,30,22,4038,10,13,0.76,+/-,0.01,0.04,+/-,0.01,0.71836,94.52%,+/-,1.58%,62.2041463612
HLT_SingleCentralPFJet170_CFMax0p1,"EXO.","OnlineMonitor,JetHT",L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,150||0||0||1||1||1||1,L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200, 100||0||0||1||1||1||1,113,87,3978,10,12,0.75,+/-,0.01,0.01,+/-,0.00,0.74028,98.70%,+/-,1.59%,263.845889499
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40, 1,3,3,3944,10,8,0.74,+/-,0.01,0.19,+/-,0.07,0.55209,74.61%,+/-,2.78%,8.31024138607
HLT_Mu7p5_L2Mu2_Upsilon,"BPH","OnlineMonitor,MuOnia",L1_DoubleMu0,350,L1_DoubleMu0, 300,1,1,3935,10,5,0.74,+/-,0.01,0.35,+/-,0.16,0.38767,52.39%,+/-,10.26%,2.46040703527
HLT_Photon36,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG26,350,L1_SingleEG26, 300,17,22,3941,10,10,0.74,+/-,0.01,0.03,+/-,0.01,0.70797,95.67%,+/-,1.59%,69.8977275825
HLT_Rsq0p30,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,10000||0||7000||0||0||0||0||1||150||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255, 9500||0||6500||0||0||0||1||1||100||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,1,1,3896,10,16,0.73,+/-,0.01,1.13,+/-,0.28,0.39744,35.25%,+/-,16.22%,1.41006915889
HLT_HcalNZS,"null","OnlineMonitor,HcalNZS",L1_SingleEG5||L1_SingleEG24||L1_SingleJet35||L1_SingleJet60||L1_SingleMuOpen||L1_ZeroBias,60000||2500||3500||1200||24000||15923,L1_SingleEG5||L1_SingleEG24||L1_SingleJet35||L1_SingleJet60||L1_SingleMuOpen||L1_ZeroBias, 50000||2000||3000||1000||20000||15013,1,1,3875,10,9,0.73,+/-,0.01,0.63,+/-,0.21,0.09581,13.13%,+/-,25.21%,0.453241121498
HLT_Mu7p5_L2Mu2_Jpsi,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu0,350,L1_DoubleMu0, 300,1,1,3818,10,14,0.72,+/-,0.01,0.99,+/-,0.26,0.26651,27.02%,+/-,19.54%,1.01083297139
HLT_PFJet200,"SMP","OnlineMonitor,JetHT",L1_SingleJet120,150,L1_SingleJet120, 100,7,19,3825,10,10,0.72,+/-,0.01,0.04,+/-,0.01,0.68291,94.85%,+/-,1.62%,58.2296677771
HLT_HT250_DisplacedDijet40_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,25,19,3778,10,7,0.71,+/-,0.01,0.03,+/-,0.01,0.68404,96.34%,+/-,1.63%,69.7125275696
HLT_Ele12_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,DoubleEG",L1_SingleEG10||L1_SingleEG15,9000||2000,L1_SingleEG10||L1_SingleEG15, 8000||1000,15,30,3773,10,15,0.71,+/-,0.01,0.04,+/-,0.01,0.67477,95.04%,+/-,1.63%,74.1745662538
HLT_Photon30,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG26,350,L1_SingleEG26, 300,34,43,3755,10,8,0.71,+/-,0.01,0.01,+/-,0.00,0.69689,98.15%,+/-,1.63%,150.35335199
HLT_Mu17_Mu8,"MUO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,68,52,3642,9,17,0.69,+/-,0.01,0.02,+/-,0.01,0.66696,96.66%,+/-,1.66%,119.373002721
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40, 1,2,2,3664,9,7,0.69,+/-,0.01,0.25,+/-,0.09,0.44337,64.26%,+/-,5.10%,4.75635579459
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40, 1,6,6,3671,9,14,0.69,+/-,0.01,0.16,+/-,0.04,0.52558,76.17%,+/-,2.24%,11.9605830017
HLT_MET90_IsoTrk50,"EXO","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||200||0||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 0||150||0||1||1||1,1,1,3594,9,13,0.68,+/-,0.01,0.92,+/-,0.25,0.23605,25.77%,+/-,20.63%,0.929080318943
HLT_Mu20_Mu10_DZ,"Higgs","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,34,26,3415,9,13,0.64,+/-,0.01,0.04,+/-,0.01,0.60477,94.49%,+/-,1.71%,61.8892674253
HLT_PFMET300,"PPD","OnlineMonitor,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,200||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120, 150||0||1||1||1||1,1,1,3383,9,11,0.64,+/-,0.01,0.78,+/-,0.23,0.13512,17.43%,+/-,24.94%,0.578148848588
HLT_DiPFJetAve140,"JME","OnlineMonitor,JetHT",L1_SingleJet90,1500,L1_SingleJet90, 1200,2,3,3271,8,11,0.62,+/-,0.01,0.26,+/-,0.08,0.36163,58.33%,+/-,5.52%,4.64207091541
HLT_DiPFJetAve200,"JME","OnlineMonitor,JetHT",L1_SingleJet120,150,L1_SingleJet120, 100,5,12,3260,8,7,0.61,+/-,0.01,0.04,+/-,0.02,0.56890,93.26%,+/-,1.76%,36.6175994233
HLT_Mu8,"SUS","OnlineMonitor,DoubleMuon",L1_SingleMu3||L1_SingleMu5||L1_SingleMu7,12000||0||150,L1_SingleMu3||L1_SingleMu5||L1_SingleMu7, 10000||300||250,271,313,3230,8,11,0.61,+/-,0.01,0.00,+/-,0.00,0.60752,99.59%,+/-,1.76%,813.647768275
HLT_DiPFJetAve80,"JME","OnlineMonitor,JetHT",L1_SingleJet60,1200,L1_SingleJet60, 1000,29,39,3234,8,7,0.61,+/-,0.01,0.01,+/-,0.00,0.59735,97.93%,+/-,1.76%,124.960138576
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG40,1,L1_SingleEG40, 1,1,1,3192,8,7,0.60,+/-,0.01,0.49,+/-,0.19,0.10674,17.79%,+/-,25.61%,0.572556126178
HLT_Photon90,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40, 1||1,260,200,3149,8,11,0.59,+/-,0.01,0.00,+/-,0.00,0.58612,99.34%,+/-,1.78%,501.589876971
HLT_HT650_DisplacedDijet80_Inclusive,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,1,1,3067,8,9,0.58,+/-,0.01,0.63,+/-,0.21,0.05419,8.54%,+/-,30.53%,0.256328971962
HLT_Mu17_TkMu8_DZ,"MUO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,68,52,3068,8,12,0.58,+/-,0.01,0.02,+/-,0.00,0.56374,97.20%,+/-,1.81%,120.0925165
HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||1||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT300, 1||1||1||1,1,1,3072,8,10,0.58,+/-,0.01,0.70,+/-,0.22,0.12465,17.69%,+/-,26.07%,0.559402780523
HLT_Photon75,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40, 1||1,520,400,3100,8,13,0.58,+/-,0.01,0.00,+/-,0.00,0.57771,99.61%,+/-,1.80%,909.543363303
HLT_JetE70_NoBPTX3BX,"EXO","OnlineMonitor,NoBPTX",L1_SingleJetC32_NotBptxOR_3BX||L1_SingleJetC36_NotBptxOR_3BX,0||1,L1_SingleJetC32_NotBptx||_3BX||L1_SingleJetC36_NotBptx||_3BX, 0||_3BX||0||_3BX,1,1,3040,8,13,0.57,+/-,0.01,0.92,+/-,0.25,0.34605,37.78%,+/-,17.29%,1.36203885603
HLT_Photon22,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG18,4000,L1_SingleEG18, 3000,11,14,2978,7,9,0.56,+/-,0.01,0.05,+/-,0.02,0.51470,91.91%,+/-,1.85%,34.0868635514
HLT_Mu17_Mu8_DZ,"MUO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,68,52,2956,7,12,0.56,+/-,0.01,0.02,+/-,0.00,0.54374,97.10%,+/-,1.84%,115.831943462
HLT_L2Mu10_NoVertex_NoBPTX,"EXO","OnlineMonitor,NoBPTX",L1_SingleMuOpen_NotBptxOR,14,L1_SingleMuOpen_NotBptx||, 0||,125,135,2919,7,5,0.55,+/-,0.01,0.00,+/-,0.00,0.54739,99.53%,+/-,1.85%,468.998080265
HLT_Ele250_CaloIdVT_GsfTrkIdT,"AlCa","OnlineMonitor,ExpressPhysics,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||1||1||1||1||1||1||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1||1||1||1||1||1||1,1,1,2862,7,9,0.54,+/-,0.01,0.63,+/-,0.21,0.09419,14.85%,+/-,28.43%,0.445547663551
HLT_Mu7p5_Track2_Jpsi,"BPH","OnlineMonitor,Charmonium",L1_SingleMu5||L1_SingleMu7,0||150,L1_SingleMu5||L1_SingleMu7, 300||250,2,3,2795,7,12,0.53,+/-,0.01,0.28,+/-,0.08,0.24814,46.82%,+/-,8.38%,3.04965908788
HLT_Mu8_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT300_PFMETNoMu60,"null","OnlineMonitor,SingleMuon",L1_Mu6_HTT200,1,L1_Mu6_HTT200, 1,1,1,2835,7,5,0.53,+/-,0.01,0.35,+/-,0.16,0.17767,33.52%,+/-,19.85%,1.1276235857
HLT_Photon50,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40, 1||1,2600,2000,2696,7,7,0.51,+/-,0.01,0.00,+/-,0.00,0.50975,99.95%,+/-,1.93%,5468.476892
