Path,Group,Dataset,L1Path,L1Prescale(1.15e34),Steam L1path,Steam L1Prescale,WBM hltPrescale(1.15e34),Steam hltPrescale,Wbm Count,Wbm prescaled Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_Mu350,"PPD","OnlineMonitor,ExpressPhysics,SingleMuon",L1_SingleMu22||L1_SingleMu25||L1_SingleMu30,1||1||1,L1_SingleMu22||L1_SingleMu25||L1_SingleMu30, 1||1||1,1,1,828,2,2,0.16,+/-,0.01,0.14,+/-,0.10,0.01907,11.92%,+/-,54.97%,0.191360277026
HLT_HT2000,"PPD","OnlineMonitor,ExpressPhysics,JetHT",L1_HTT280||L1_HTT300||L1_HTT320,0||1||1,L1_HTT280||L1_HTT300||L1_HTT320, 1||1||1,1,1,864,2,2,0.16,+/-,0.01,0.14,+/-,0.10,0.01907,11.92%,+/-,54.97%,0.191360277026
HLT_L2DoubleMu23_NoVertex,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,68,52,652,1,4,0.12,+/-,0.00,0.01,+/-,0.00,0.11458,95.48%,+/-,3.92%,42.2771738318
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_L1JetTauSeeded,"HIG","OnlineMonitor,DoubleEG",L1_SingleJet200||L1_SingleJet180||L1_SingleJet170||L1_SingleTau100er||L1_SingleTau120er,1||1||1||0||1,L1_SingleJet200||L1_SingleJet180||L1_SingleJet170||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1,1,1,537,1,2,0.10,+/-,0.00,0.14,+/-,0.10,0.04093,29.04%,+/-,50.27%,0.410729912748
HLT_DoubleEle33_CaloIdL,"EXO","OnlineMonitor,DoubleEG",L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,350||0||1||1||1||1||1||0||0||0||0||0||0||1||1||1||1||1||1||0||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 300||1||1||1||1||1||1||1||1||1||1||1||1||1||1||0||1||1||1||1||1,250,250,512,1,1,0.10,+/-,0.00,0.00,+/-,0.00,0.09972,99.72%,+/-,4.42%,353.785046728
HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60,"EXO long","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||0||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||0||1||0||1||1||1||1||1||1||1||0,622,478,479,1,4,0.09,+/-,0.00,0.00,+/-,0.00,0.08941,99.34%,+/-,4.57%,303.257054206
HLT_Mu7p5_Track3p5_Upsilon,"BPH","OnlineMonitor,MuOnia",L1_SingleMu5||L1_SingleMu7,0||150,L1_SingleMu5||L1_SingleMu7, 300||250,2,3,470,1,1,0.09,+/-,0.00,0.02,+/-,0.02,0.06651,73.90%,+/-,8.23%,2.83167850467
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80,"HIG","OnlineMonitor,HTMHT",L1_ETM50||L1_ETM60,0||200,L1_ETM50||L1_ETM60, 0||150,1,2,415,1,1,0.08,+/-,0.00,0.04,+/-,0.04,0.04477,55.96%,+/-,20.01%,1.27062429906
HLT_HT550_DisplacedDijet80_Inclusive,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,30,20,361,0,1,0.07,+/-,0.00,0.00,+/-,0.00,0.06648,94.97%,+/-,5.27%,18.8679626168
HLT_HcalPhiSym,"null","OnlineMonitor,HcalNZS",L1_SingleEG5||L1_SingleEG24||L1_SingleMuOpen,60000||2500||24000,L1_SingleEG5||L1_SingleEG24||L1_SingleMuOpen, 50000||2000||20000,1,1,326,0,0,0.06,+/-,0.00,0.00,+/-,0.00,0.06000,100.00%,+/-,5.54%,No rates in Steam
HLT_PFMET500,"PPD,AlCa","OnlineMonitor,ExpressPhysics,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,200||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120, 150||0||1||1||1||1,1,1,328,0,1,0.06,+/-,0.00,0.07,+/-,0.07,0.01047,14.85%,+/-,85.28%,0.14851588785
HLT_Photon500,"PPD","OnlineMonitor,ExpressPhysics,SinglePhoton",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||1||1||1||1||1||1||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1||1||1||1||1||1||1,1,1,268,0,2,0.05,+/-,0.00,0.14,+/-,0.10,0.09093,64.52%,+/-,25.18%,0.912471737559
HLT_MET600,"PPD,AlCa","OnlineMonitor,ExpressPhysics,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,200||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120, 150||0||1||1||1||1,1,1,230,0,1,0.04,+/-,0.00,0.07,+/-,0.07,0.03047,43.23%,+/-,56.89%,0.432343925233
HLT_HT2500,"PPD","OnlineMonitor,ExpressPhysics,JetHT",L1_HTT280||L1_HTT300||L1_HTT320,0||1||1,L1_HTT280||L1_HTT300||L1_HTT320, 1||1||1,1,1,173,0,0,0.03,+/-,0.00,0.00,+/-,0.00,0.03000,100.00%,+/-,7.60%,No rates in Steam
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG24,2500,L1_SingleEG24, 2000,1,1,185,0,0,0.03,+/-,0.00,0.00,+/-,0.00,0.03000,100.00%,+/-,7.35%,No rates in Steam
HLT_Mu12_Photon25_CaloIdL_L1ISO,"HIG","OnlineMonitor,MuonEG",L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,927,713,165,0,0,0.03,+/-,0.00,0.00,+/-,0.00,0.03000,100.00%,+/-,7.78%,No rates in Steam
HLT_MET700,"PPD,AlCa","OnlineMonitor,ExpressPhysics,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,200||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120, 150||0||1||1||1||1,1,1,103,0,0,0.02,+/-,0.00,0.00,+/-,0.00,0.02000,100.00%,+/-,9.85%,No rates in Steam
HLT_Photon600,"PPD","OnlineMonitor,ExpressPhysics,SinglePhoton",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||1||1||1||1||1||1||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1||1||1||1||1||1||1,1,1,84,0,0,0.02,+/-,0.00,0.00,+/-,0.00,0.02000,100.00%,+/-,10.91%,No rates in Steam
HLT_Mu7p5_Track7_Upsilon,"BPH","OnlineMonitor,MuOnia",L1_SingleMu5||L1_SingleMu7,0||150,L1_SingleMu5||L1_SingleMu7, 300||250,2,3,89,0,0,0.02,+/-,0.00,0.00,+/-,0.00,0.02000,100.00%,+/-,10.60%,No rates in Steam
HLT_PFMET600,"PPD,AlCa","OnlineMonitor,ExpressPhysics,MET",L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,200||0||1||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120, 150||0||1||1||1||1,1,1,122,0,0,0.02,+/-,0.00,0.00,+/-,0.00,0.02000,100.00%,+/-,9.05%,No rates in Steam
HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55,"null","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,1000,1000,71,0,0,0.01,+/-,0.00,0.00,+/-,0.00,0.01000,100.00%,+/-,11.87%,No rates in Steam
HLT_Ele23_WPLoose_Gsf,"SMP,Top,Higgs ","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_PixelTracks_Multiplicity110ForEndOfFill,"FSQ,HIN","OnlineMonitor,HighMultiplicityEOF",L1_ETT35_BptxAND,0,L1_ETT35_BptxAND, 0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,MuonEG",L1_Mu12_EG10,0,L1_Mu12_EG10, 0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK4CaloJet80,"HIN","OnlineMonitor,HINCaloJets",L1_SingleJet35,3500,L1_SingleJet35, 3000,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele25_WPTight_Gsf,"EGM","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_IsoMu20,"SMP,MUO","OnlineMonitor,ExpressPhysics,SingleMuon",L1_SingleMu18,120,L1_SingleMu18, 100,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1MinimumBiasHF_AND,"null","OnlineMonitor,L1MinimumBias",L1_MinimumBiasHF0_AND_BptxAND,1,L1_MinimumBiasHF0_AND_BptxAND, 1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_DiPFJetAve25_HFJEC,"FSQ,JME","OnlineMonitor,FSQJets",L1_SingleJet12_BptxAND,0,L1_SingleJet12_BptxAND, 0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80,"TAU,HIG","OnlineMonitor,Tau",L1_ETM50||L1_ETM60||L1_ETM70,0||200||0,L1_ETM50||L1_ETM60||L1_ETM70, 0||150||0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG15,0,L1_Mu5_EG15, 0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK4CaloJet30,"HIN","OnlineMonitor,HINCaloJets",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND, 0||_BptxAND,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon10_Jpsi_Barrel,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,0||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS, 1||0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT200_DisplacedDijet40_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0_Phi_Barrel,"BPH","OnlineMonitor,MuOnia",L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,0||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS, 1||0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_DiPFJetAve35_HFJEC,"FSQ,JME","OnlineMonitor,FSQJets",L1_SingleJet16,0,L1_SingleJet16, 0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon16_Jpsi,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5, 0||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_VBF_DisplacedJet40_Hadronic,"EXO","OnlineMonitor,DisplacedJet",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||1||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT300, 1||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1MinimumBiasHF_OR,"null","OnlineMonitor,L1MinimumBias",L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_||_BptxAND, 0||_BptxAND,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,"EXO","OnlineMonitor,DoubleEG",L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,350||0||1||1||1||1||1||0||0||0||0||0||0||1||1||1||1||1||1||0||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 300||1||1||1||1||1||1||1||1||1||1||1||1||1||1||0||1||1||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLTriggerFirstPath (2054817),null,null,,,, ,1,-1,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1BeamGasPlus,"null","OnlineMonitor,Commissioning",L1_BeamGasPlus,0,L1_BeamGasPlus, 0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele22_eta2p1_WPLoose_Gsf,"TAU,HIG","OnlineMonitor,SingleElectron",L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleEG40,0||0||1,L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleEG40, 0||0||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT500_DisplacedDijet40_Inclusive,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_DiCentralPFJet220_CFMax0p3,"EXO.","OnlineMonitor,JetHT",L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200, 1||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p57,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,10000||0||7000||0||0||0||0||1||0||200||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1BptxMinus,"null","OnlineMonitor,EmptyBX",L1_BptxMinus,0,L1_BptxMinus, 0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_PixelTracks_Multiplicity135ForEndOfFill,"FSQ,HIN","OnlineMonitor,HighMultiplicityEOF",L1_ETT35_BptxAND,0,L1_ETT35_BptxAND, 0,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleMu8_Mass8_PFHT250,"null","OnlineMonitor,DoubleMuon",L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||10000||0||7000||0||0||0||0||1||1,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 1||0||9500||0||6500||0||0||0||1||1||1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele15_IsoVVVL_PFHT350_PFMET50,"SUS","OnlineMonitor,SingleElectron",L1_SingleEG5,60000,L1_SingleEG5, 50000,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK4PFJet80,"HIN","OnlineMonitor,HINPFJets",L1_SingleJet35,3500,L1_SingleJet35, 3000,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK4PFJet100,"HIN","OnlineMonitor,EventDisplay,HINPFJets",L1_SingleJet35,3500,L1_SingleJet35, 3000,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1NotBptxOR,"null","OnlineMonitor,EmptyBX",L1_NotBptxOR,1,L1_NotBptx||, 0||,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50,"B2G","OnlineMonitor,SingleElectron",L1_SingleEG26,350,L1_SingleEG26, 300,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele15_IsoVVVL_PFHT350,"SUS","OnlineMonitor,SingleElectron",L1_SingleEG5,60000,L1_SingleEG5, 50000,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1BptxXOR,"null","OnlineMonitor,Commissioning",L1_BptxXOR,0,L1_BptxX||, 0||,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
HLT_FullTracks_Multiplicity150,"FSQ,HIN","OnlineMonitor,HighMultiplicityEOF",L1_ETT60_BptxAND,1,L1_ETT60_BptxAND, 1,0,0,0,0,0,0.00,+/-,0.00,0.00,+/-,0.00,0.00000,0.00%,+/-,0.00%,N/A
