Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_RsqMR270_Rsq0p09_MR200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60, 1|1|1|1|1|1,1,1,0.88,+/-,0.01,0.87,+/-,0.05,0.87,+/-,0.05,1.63%,+/-,5.30%
HLT_DoubleJetsC100_DoubleBTagCSV0p85_DoublePFJetsC160,L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,0.86,+/-,0.01,0.79,+/-,0.04,0.79,+/-,0.04,8.43%,+/-,4.84%
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,0.86,+/-,0.01,0.81,+/-,0.05,0.81,+/-,0.05,5.67%,+/-,5.06%
HLT_Dimuon6_Jpsi_NoVertexing,L1_DoubleMu0,60,L1_DoubleMu0, 60,1,1,0.83,+/-,0.01,0.87,+/-,0.05,0.87,+/-,0.05,4.99%,+/-,5.19%
HLT_DoubleMu33NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.83,+/-,0.01,0.83,+/-,0.05,0.83,+/-,0.05,0.26%,+/-,5.59%
HLT_Mu25_TkMu0_dEta18_Onia,L1_SingleMu16 OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1,L1_SingleMu16 OR L1_SingleMu20er OR L1_SingleMu25, 1|1|1,1,1,0.82,+/-,0.01,0.79,+/-,0.05,0.79,+/-,0.05,3.92%,+/-,5.30%
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.82,+/-,0.01,0.79,+/-,0.05,0.79,+/-,0.05,3.53%,+/-,5.34%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.80,+/-,0.01,0.75,+/-,0.04,0.75,+/-,0.04,6.41%,+/-,5.18%
HLT_Ele27_WPLoose_Gsf_WHbbBoost,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 4,L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25, 4|1|1,1,1,0.80,+/-,0.01,0.76,+/-,0.04,0.76,+/-,0.04,5.19%,+/-,5.29%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG20,1,L1_SingleEG20, 1,36,36,0.78,+/-,0.01,28.24,+/-,0.27,0.78,+/-,0.01,0.72%,+/-,1.21%
HLT_Photon22_R9Id90_HE10_IsoM,L1_SingleEG20,1,L1_SingleEG20, 1,800,800,0.78,+/-,0.01,628.67,+/-,1.27,0.79,+/-,0.00,0.91%,+/-,0.77%
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p54PF,,,L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1, 20,1,1,0.77,+/-,0.01,0.73,+/-,0.04,0.73,+/-,0.04,6.38%,+/-,5.26%
HLT_BTagMu_Jet300_Mu5,L1_SingleJet200,1,L1_SingleJet200, 1,1,1,0.76,+/-,0.01,0.77,+/-,0.04,0.77,+/-,0.04,1.17%,+/-,5.76%
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq500,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,0.74,+/-,0.01,0.76,+/-,0.04,0.76,+/-,0.04,2.65%,+/-,5.69%
HLT_HT250_DisplacedDijet40_DisplacedTrack,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1|1|1,1,1,0.73,+/-,0.01,0.70,+/-,0.04,0.70,+/-,0.04,4.40%,+/-,5.60%
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.72,+/-,0.01,0.67,+/-,0.04,0.67,+/-,0.04,6.34%,+/-,5.48%
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.71,+/-,0.01,0.77,+/-,0.04,0.77,+/-,0.04,8.24%,+/-,5.35%
HLT_HT500_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,0.70,+/-,0.01,0.70,+/-,0.04,0.70,+/-,0.04,0.06%,+/-,6.08%
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_BTagCSV0p72,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,0.70,+/-,0.01,0.70,+/-,0.04,0.70,+/-,0.04,0.03%,+/-,6.09%
HLT_DiPFJetAve260,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,24,24,0.70,+/-,0.01,16.34,+/-,0.20,0.68,+/-,0.01,2.19%,+/-,1.44%
HLT_DoubleJetsC112_DoubleBTagCSV0p85_DoublePFJetsC172,L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,0.67,+/-,0.01,0.60,+/-,0.04,0.60,+/-,0.04,10.46%,+/-,5.31%
HLT_Ele15_IsoVVVL_PFHT350_PFMET50,L1_SingleEG5,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.66,+/-,0.01,0.58,+/-,0.04,0.58,+/-,0.04,11.89%,+/-,5.21%
HLT_Mu27,L1_SingleMu25,1,L1_SingleMu25, 1,70,70,0.66,+/-,0.01,45.58,+/-,0.34,0.65,+/-,0.00,0.86%,+/-,1.10%
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,0.66,+/-,0.01,0.64,+/-,0.04,0.64,+/-,0.04,2.69%,+/-,6.06%
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.65,+/-,0.01,0.63,+/-,0.04,0.63,+/-,0.04,4.03%,+/-,5.95%
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.65,+/-,0.01,0.62,+/-,0.04,0.62,+/-,0.04,4.17%,+/-,5.95%
HLT_Mu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,100,100,0.64,+/-,0.01,63.93,+/-,0.40,0.64,+/-,0.00,0.16%,+/-,1.04%
HLT_TkMu27,L1_SingleMu25,1,L1_SingleMu25, 1,70,70,0.64,+/-,0.01,44.02,+/-,0.34,0.63,+/-,0.00,1.40%,+/-,1.11%
HLT_Mu15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.63,+/-,0.01,0.66,+/-,0.04,0.66,+/-,0.04,5.28%,+/-,5.95%
HLT_DiPFJetAve500,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,1,1,0.62,+/-,0.01,0.58,+/-,0.04,0.58,+/-,0.04,6.76%,+/-,5.86%
HLT_Ele15_IsoVVVL_PFHT600,L1_SingleEG5,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.61,+/-,0.01,0.53,+/-,0.04,0.53,+/-,0.04,12.82%,+/-,5.35%
HLT_TkMu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,100,100,0.61,+/-,0.01,60.92,+/-,0.40,0.61,+/-,0.00,0.36%,+/-,1.07%
HLT_Photon22,L1_SingleEG20,1,L1_SingleEG20, 1,5000,5000,0.60,+/-,0.01,3008.50,+/-,2.78,0.60,+/-,0.00,0.24%,+/-,0.86%
HLT_Activity_Ecal_SC7,L1_ZeroBias,631,L1_ZeroBias, 5000,800,800,0.60,+/-,0.01,475.66,+/-,1.10,0.59,+/-,0.00,0.25%,+/-,0.89%
HLT_Mu7p5_Track7_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,0.58,+/-,0.01,0.54,+/-,0.04,0.54,+/-,0.04,6.98%,+/-,6.01%
HLT_JetE70_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1,L1_SingleJetC32_NotBptxOR, 1,1,1,0.58,+/-,0.01,0.62,+/-,0.04,0.62,+/-,0.04,6.21%,+/-,6.07%
HLT_Mu20_Mu10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,7,7,0.58,+/-,0.01,4.03,+/-,0.10,0.58,+/-,0.01,1.27%,+/-,2.61%
HLT_PFJet40,L1_ZeroBias,631,L1_ZeroBias, 5000,300,300,0.58,+/-,0.01,164.74,+/-,0.65,0.55,+/-,0.00,4.57%,+/-,0.95%
HLT_Photon120,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,15,15,0.57,+/-,0.01,8.43,+/-,0.15,0.56,+/-,0.01,0.97%,+/-,1.92%
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.56,+/-,0.00,0.51,+/-,0.04,0.51,+/-,0.04,8.21%,+/-,6.04%
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.55,+/-,0.00,0.57,+/-,0.04,0.57,+/-,0.04,3.20%,+/-,6.54%
HLT_DoubleMu4_PsiPrimeTrk_Displaced,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 60,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18, 1|1|1,1,1,0.55,+/-,0.00,0.57,+/-,0.04,0.57,+/-,0.04,3.76%,+/-,6.50%
HLT_DiPFJetAve60_HFJEC,L1_SingleJet36,3000,L1_SingleJet36, 3000,1,1,0.53,+/-,0.00,0.54,+/-,0.04,0.54,+/-,0.04,3.32%,+/-,6.70%
HLT_Photon50,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,360,360,0.52,+/-,0.00,191.47,+/-,0.70,0.53,+/-,0.00,1.54%,+/-,0.97%
HLT_Mu20_Mu10_SameSign_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.52,+/-,0.00,0.46,+/-,0.03,0.46,+/-,0.03,12.01%,+/-,5.86%
HLT_Photon36_R9Id90_HE10_IsoM,L1_SingleEG25,1,L1_SingleEG25, 1,200,200,0.52,+/-,0.00,103.62,+/-,0.52,0.52,+/-,0.00,0.18%,+/-,1.05%
HLT_Mu17_Mu8,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,14,14,0.51,+/-,0.00,6.93,+/-,0.13,0.50,+/-,0.01,2.88%,+/-,2.04%
HLT_Mu40_eta2p1_PFJet200_PFJet50,L1_SingleMu16 OR L1_SingleMu16er OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1 | 1,L1_SingleMu16er OR L1_SingleMu20er, 1|1,1,1,0.51,+/-,0.00,0.53,+/-,0.04,0.53,+/-,0.04,3.49%,+/-,6.78%
HLT_Mu20_Mu10_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,7,7,0.51,+/-,0.00,3.49,+/-,0.09,0.50,+/-,0.01,1.48%,+/-,2.79%
HLT_DoubleMu38NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.50,+/-,0.00,0.52,+/-,0.04,0.52,+/-,0.04,2.31%,+/-,6.95%
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.50,+/-,0.00,0.49,+/-,0.04,0.49,+/-,0.04,2.99%,+/-,6.89%
HLT_PFHT200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,3060,3060,0.50,+/-,0.00,1506.96,+/-,1.97,0.49,+/-,0.00,1.39%,+/-,0.95%
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,0.49,+/-,0.00,0.49,+/-,0.04,0.49,+/-,0.04,0.38%,+/-,7.22%
HLT_Mu7p5_L2Mu2_Jpsi,L1_DoubleMu0,60,L1_DoubleMu0, 60,1,1,0.49,+/-,0.00,0.54,+/-,0.04,0.54,+/-,0.04,7.95%,+/-,6.43%
HLT_HT200,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,2800,2800,0.49,+/-,0.00,1355.73,+/-,1.86,0.48,+/-,0.00,1.37%,+/-,0.96%
HLT_Photon30_R9Id90_HE10_IsoM,L1_SingleEG25,1,L1_SingleEG25, 1,400,400,0.49,+/-,0.00,196.60,+/-,0.71,0.49,+/-,0.00,0.30%,+/-,1.01%
HLT_Photon36,L1_SingleEG25,1,L1_SingleEG25, 1,1250,1250,0.47,+/-,0.00,589.54,+/-,1.23,0.47,+/-,0.00,0.27%,+/-,0.99%
HLT_DiPFJetAve100_HFJEC,L1_SingleJet68,300,L1_SingleJet68, 300,1,1,0.47,+/-,0.00,0.44,+/-,0.03,0.44,+/-,0.03,7.06%,+/-,6.68%
HLT_Mu7p5_Track2_Upsilon,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,0.47,+/-,0.00,0.48,+/-,0.03,0.48,+/-,0.03,1.18%,+/-,7.31%
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,0.47,+/-,0.00,0.48,+/-,0.03,0.48,+/-,0.03,1.49%,+/-,7.29%
HLT_RsqMR240_Rsq0p09_MR200_4jet,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,0.47,+/-,0.00,0.44,+/-,0.03,0.44,+/-,0.03,6.53%,+/-,6.75%
HLT_VBF_DisplacedJet40_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.46,+/-,0.00,0.41,+/-,0.03,0.41,+/-,0.03,10.69%,+/-,6.36%
HLT_HT550_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,0.45,+/-,0.00,0.47,+/-,0.03,0.47,+/-,0.03,3.95%,+/-,7.16%
HLT_Photon300_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,0.44,+/-,0.00,0.44,+/-,0.03,0.44,+/-,0.03,1.67%,+/-,7.48%
HLT_Ele33_CaloIdM_TrackIdM_PFJet30,L1_SingleEG30,1,L1_SingleEG30, 1,230,230,0.44,+/-,0.00,103.93,+/-,0.52,0.45,+/-,0.00,2.31%,+/-,1.09%
HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.44,+/-,0.00,0.48,+/-,0.04,0.48,+/-,0.04,8.97%,+/-,6.68%
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu20_EG10,1,L1_Mu20_EG10, 1,1,1,0.44,+/-,0.00,0.50,+/-,0.04,0.50,+/-,0.04,12.78%,+/-,6.28%
HLT_HT325,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,570,570,0.44,+/-,0.00,244.21,+/-,0.79,0.43,+/-,0.00,2.20%,+/-,1.05%
HLT_PFHT400_SixJet30,L1_HTT175,1,L1_HTT175, 1,22,22,0.43,+/-,0.00,9.15,+/-,0.15,0.42,+/-,0.01,2.58%,+/-,1.89%
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.43,+/-,0.00,0.40,+/-,0.03,0.40,+/-,0.03,5.46%,+/-,7.21%
HLT_HT275,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1100,1100,0.42,+/-,0.00,455.59,+/-,1.08,0.41,+/-,0.00,2.13%,+/-,1.05%
HLT_Photon30,L1_SingleEG25,1,L1_SingleEG25, 1,2500,2500,0.42,+/-,0.00,1065.83,+/-,1.65,0.43,+/-,0.00,0.89%,+/-,1.02%
HLT_HT425,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,210,210,0.42,+/-,0.00,85.12,+/-,0.47,0.41,+/-,0.00,3.91%,+/-,1.14%
HLT_Mu17_TkMu8_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,15,15,0.42,+/-,0.00,6.11,+/-,0.13,0.41,+/-,0.01,2.13%,+/-,2.22%
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG20,1,L1_SingleEG20, 1,650,650,0.41,+/-,0.00,266.62,+/-,0.83,0.41,+/-,0.00,1.19%,+/-,1.07%
HLT_Mu17_Mu8_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,15,15,0.40,+/-,0.00,5.96,+/-,0.12,0.40,+/-,0.01,1.86%,+/-,2.25%
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_DoubleEG6_HTT150 OR L1_HTT100,1 | 1,L1_DoubleEG6_HTT150 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.40,+/-,0.00,0.37,+/-,0.03,0.37,+/-,0.03,8.17%,+/-,7.08%
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,7,7,0.40,+/-,0.00,2.65,+/-,0.08,0.38,+/-,0.01,5.96%,+/-,2.94%
HLT_Mu15_IsoVVVL_PFHT350_PFMET50,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.39,+/-,0.00,0.32,+/-,0.03,0.32,+/-,0.03,18.20%,+/-,6.05%
HLT_DoubleMu8_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.39,+/-,0.00,0.38,+/-,0.03,0.38,+/-,0.03,2.93%,+/-,7.82%
HLT_IsoMu18_TriCentralPFJet50_40_30,L1_SingleMu16,1,L1_SingleMu16, 1,1,1,0.39,+/-,0.00,0.54,+/-,0.04,0.54,+/-,0.04,27.77%,+/-,5.03%
HLT_QuadPFJet_VBF,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,350,350,0.38,+/-,0.00,132.27,+/-,0.58,0.38,+/-,0.00,1.39%,+/-,1.15%
HLT_Mu7p5_L2Mu2_Upsilon,L1_DoubleMu0,60,L1_DoubleMu0, 60,1,1,0.38,+/-,0.00,0.39,+/-,0.03,0.39,+/-,0.03,2.74%,+/-,7.98%
HLT_VBF_DisplacedJet40_TightID_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.37,+/-,0.00,0.33,+/-,0.03,0.33,+/-,0.03,10.27%,+/-,7.15%
HLT_DiPFJetAve140,L1_SingleJet92,800,L1_SingleJet92, 800,1,1,0.36,+/-,0.00,0.34,+/-,0.03,0.34,+/-,0.03,5.84%,+/-,7.77%
HLT_PFHT300,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1020,1020,0.35,+/-,0.00,353.62,+/-,0.95,0.35,+/-,0.00,2.01%,+/-,1.15%
HLT_HT575,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,70,70,0.35,+/-,0.00,23.60,+/-,0.25,0.34,+/-,0.00,3.90%,+/-,1.48%
HLT_PFHT250,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,2040,2040,0.35,+/-,0.00,695.91,+/-,1.34,0.34,+/-,0.00,1.61%,+/-,1.14%
HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,5,5,0.34,+/-,0.00,1.65,+/-,0.07,0.33,+/-,0.01,3.62%,+/-,3.83%
HLT_IsoMu22_TriCentralPFJet50_40_30,L1_SingleMu20,1,L1_SingleMu20, 1,1,1,0.34,+/-,0.00,0.46,+/-,0.03,0.46,+/-,0.03,25.49%,+/-,5.63%
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.34,+/-,0.00,0.34,+/-,0.03,0.34,+/-,0.03,0.35%,+/-,8.75%
HLT_TripleMu_12_10_5,L1_TripleMu_5_5_3,1,L1_TripleMu_5_5_3, 1,1,1,0.33,+/-,0.00,0.34,+/-,0.03,0.34,+/-,0.03,2.13%,+/-,8.56%
HLT_Photon165_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,0.33,+/-,0.00,0.31,+/-,0.03,0.31,+/-,0.03,4.70%,+/-,8.30%
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.32,+/-,0.00,0.33,+/-,0.03,0.33,+/-,0.03,2.73%,+/-,8.64%
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.32,+/-,0.00,0.28,+/-,0.03,0.28,+/-,0.03,12.00%,+/-,7.51%
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.31,+/-,0.00,0.31,+/-,0.03,0.31,+/-,0.03,0.64%,+/-,9.02%
HLT_DiPFJetAve80,L1_SingleJet52,1500,L1_SingleJet52, 1500,7,7,0.29,+/-,0.00,2.15,+/-,0.07,0.31,+/-,0.01,5.46%,+/-,3.47%
HLT_Rsq0p25,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,0.28,+/-,0.00,0.32,+/-,0.03,0.32,+/-,0.03,10.95%,+/-,8.07%
HLT_DiPFJetAve80_HFJEC,L1_SingleJet52,1500,L1_SingleJet52, 1500,1,1,0.28,+/-,0.00,0.30,+/-,0.03,0.30,+/-,0.03,6.38%,+/-,8.73%
HLT_Photon90,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,90,90,0.28,+/-,0.00,24.89,+/-,0.25,0.28,+/-,0.00,0.80%,+/-,1.61%
HLT_DiMu9_Ele9_CaloIdL_TrackIdL,L1_DoubleMu7_EG7,1,L1_DoubleMu7_EG7, 1,1,1,0.28,+/-,0.00,0.29,+/-,0.03,0.29,+/-,0.03,6.38%,+/-,8.81%
