Path,,Data Rate (Hz),,,Data Rate scaled (Hz),,,Steam Rate (Hz),,,Data - Steam (Hz),,,(Data - Steam)/Steam
HLT_Dimuon0er16_Jpsi_NoVertexing,1.750000,+/-,0.027094,1.896204,+/-,0.029357,0.000000,+/-,0.000000,1.896204,+/-,0.029357,999.000000,+/-,0.000000
HLT_PFMETNoMu90_JetIdCleaned_PFMHTNoMu90_IDTight,6.070000,+/-,0.050525,6.577118,+/-,0.054747,0.000000,+/-,0.000000,6.577118,+/-,0.054747,999.000000,+/-,0.000000
HLT_Mu20_Mu10,0.630000,+/-,0.016288,0.682633,+/-,0.017649,0.000000,+/-,0.000000,0.682633,+/-,0.017649,999.000000,+/-,0.000000
HLT_Mu45_eta2p1,7.600000,+/-,0.056545,8.234942,+/-,0.061269,0.000000,+/-,0.000000,8.234942,+/-,0.061269,999.000000,+/-,0.000000
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL,0.240000,+/-,0.010044,0.260051,+/-,0.010883,0.000000,+/-,0.000000,0.260051,+/-,0.010883,999.000000,+/-,0.000000
HLT_DoubleJetsC112_DoubleBTagCSV0p9_DoublePFJetsC112MaxDeta1p6,1.130000,+/-,0.021771,1.224406,+/-,0.023590,0.000000,+/-,0.000000,1.224406,+/-,0.023590,999.000000,+/-,0.000000
HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL,0.300000,+/-,0.011204,0.325064,+/-,0.012140,0.000000,+/-,0.000000,0.325064,+/-,0.012140,999.000000,+/-,0.000000
HLT_JetE70_NoBPTX3BX_NoHalo,0.610000,+/-,0.016080,0.660962,+/-,0.017424,0.000000,+/-,0.000000,0.660962,+/-,0.017424,999.000000,+/-,0.000000
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,1.700000,+/-,0.026703,1.842027,+/-,0.028934,0.000000,+/-,0.000000,1.842027,+/-,0.028934,999.000000,+/-,0.000000
HLT_HT2000,0.040000,+/-,0.004020,0.043342,+/-,0.004356,0.000000,+/-,0.000000,0.043342,+/-,0.004356,999.000000,+/-,0.000000
HLT_IsoMu16_eta2p1_MET30_JetIdCleaned_LooseIsoPFTau50_Trk30_eta2p1,0.560000,+/-,0.015309,0.606785,+/-,0.016588,0.000000,+/-,0.000000,0.606785,+/-,0.016588,999.000000,+/-,0.000000
HLT_Photon22_R9Id90_HE10_IsoM,0.840000,+/-,0.018769,0.910178,+/-,0.020337,0.000000,+/-,0.000000,0.910178,+/-,0.020337,999.000000,+/-,0.000000
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,0.510000,+/-,0.014668,0.552608,+/-,0.015893,0.000000,+/-,0.000000,0.552608,+/-,0.015893,999.000000,+/-,0.000000
HLT_PFHT300,0.360000,+/-,0.012233,0.390076,+/-,0.013255,0.000000,+/-,0.000000,0.390076,+/-,0.013255,999.000000,+/-,0.000000
HLT_Ele12_CaloIdL_TrackIdL_IsoVL,4.110000,+/-,0.041585,4.453370,+/-,0.045059,0.000000,+/-,0.000000,4.453370,+/-,0.045059,999.000000,+/-,0.000000
HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX_NoHalo,17.130000,+/-,0.084869,18.561127,+/-,0.091959,0.000000,+/-,0.000000,18.561127,+/-,0.091959,999.000000,+/-,0.000000
HLT_AK8PFHT650_TrimR0p1PT0p03Mass50,5.230000,+/-,0.046880,5.666941,+/-,0.050796,0.000000,+/-,0.000000,5.666941,+/-,0.050796,999.000000,+/-,0.000000
HLT_ZeroBias,8.780000,+/-,0.060767,9.513525,+/-,0.065844,0.000000,+/-,0.000000,9.513525,+/-,0.065844,999.000000,+/-,0.000000
HLT_FullTrack12ForEndOfFill,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
