Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBMhltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Data Rate scaled (Hz),,,Steam Rate (Hz),,,Data - Steam (Hz),,,(Data - Steam)/Steam
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50,L1_SingleEG40,1, L1_SingleEG40 , 1,1,1,0.92,+/-,0.02,1.17,+/-,0.02,1.04,+/-,0.06,0.13,+/-,0.06,0.12,+/-,0.00
HLT_QuadJet45_DoubleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1, L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40 , 1 | 1 | 1 | 1 | 1 | 1,7,7,0.90,+/-,0.02,1.14,+/-,0.02,1.09,+/-,0.06,0.05,+/-,0.06,0.05,+/-,0.00
HLT_PFHT400,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1 | 1,120,120,0.88,+/-,0.02,1.12,+/-,0.02,1.03,+/-,0.06,0.09,+/-,0.06,0.08,+/-,0.00
HLT_VBF_DisplacedJet40_TightID_Hadronic,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 | 1,1,1,0.88,+/-,0.02,1.12,+/-,0.02,1.01,+/-,0.06,0.11,+/-,0.06,0.11,+/-,0.00
HLT_PFHT475,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1 | 1,60,60,0.87,+/-,0.02,1.10,+/-,0.02,1.00,+/-,0.06,0.10,+/-,0.06,0.10,+/-,0.00
HLT_DoubleIsoMu17_eta2p1,L1_DoubleMu_12_5,1, L1_DoubleMu_12_5 , 1,1,1,0.87,+/-,0.02,1.10,+/-,0.02,1.14,+/-,0.06,-0.04,+/-,0.06,-0.03,+/-,0.00
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,0.87,+/-,0.02,1.10,+/-,0.02,1.02,+/-,0.06,0.08,+/-,0.06,0.08,+/-,0.00
HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu12_EG10,1, L1_Mu12_EG10 , 1,1,1,0.86,+/-,0.02,1.09,+/-,0.02,1.11,+/-,0.06,-0.02,+/-,0.06,-0.02,+/-,0.00
HLT_Mu10_CentralPFJet30_BTagCSV0p54PF,,, L1_Jet32_DoubleMu_Open_10_MuMuNotWdPhi23_JetMuWdPhi1 , 1,22,22,0.86,+/-,0.02,1.09,+/-,0.02,0.97,+/-,0.06,0.12,+/-,0.06,0.12,+/-,0.01
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,0.86,+/-,0.02,1.09,+/-,0.02,0.96,+/-,0.06,0.13,+/-,0.06,0.14,+/-,0.01
HLT_Dimuon0_Upsilon_Muon,L1_TripleMu0,1, L1_TripleMu0 , 1,1,1,0.85,+/-,0.02,1.08,+/-,0.02,0.92,+/-,0.05,0.16,+/-,0.06,0.17,+/-,0.00
HLT_PFJet200,L1_SingleJet128,1, L1_SingleJet128 , 1,120,120,0.85,+/-,0.02,1.08,+/-,0.02,1.03,+/-,0.06,0.05,+/-,0.06,0.05,+/-,0.00
HLT_DoublePhoton60,L1_SingleEG35 OR L1_SingleEG40,1 | 1, L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200 , 1 | 1 | 1,1,1,0.85,+/-,0.02,1.08,+/-,0.02,1.01,+/-,0.06,0.07,+/-,0.06,0.07,+/-,0.00
HLT_DoubleJetsC100_DoubleBTagCSV0p85_DoublePFJetsC160,L1_DoubleJetC100,1, L1_DoubleJetC100 , 1,1,1,0.83,+/-,0.02,1.05,+/-,0.02,0.87,+/-,0.05,0.18,+/-,0.06,0.21,+/-,0.01
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG20,1, L1_SingleEG20 , 1,12,12,0.81,+/-,0.02,1.03,+/-,0.02,1.03,+/-,0.06,-0.00,+/-,0.06,-0.00,+/-,0.00
HLT_RsqMR270_Rsq0p09_MR200,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60 , 1 | 1 | 1 | 1 | 1 | 1,1,1,0.81,+/-,0.02,1.03,+/-,0.02,0.99,+/-,0.06,0.04,+/-,0.06,0.04,+/-,0.00
HLT_DoubleMu33NoFiltersNoVtx,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,1,1,0.79,+/-,0.02,1.00,+/-,0.02,0.92,+/-,0.05,0.08,+/-,0.05,0.09,+/-,0.00
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 | 1 | 1 | 1,1,1,0.79,+/-,0.02,1.00,+/-,0.02,0.90,+/-,0.05,0.10,+/-,0.05,0.11,+/-,0.00
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,0.76,+/-,0.02,0.96,+/-,0.02,0.88,+/-,0.05,0.08,+/-,0.05,0.10,+/-,0.00
HLT_Ele27_WPLoose_Gsf_WHbbBoost,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1, L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25 , 4 | 1 | 1,1,1,0.76,+/-,0.02,0.96,+/-,0.02,0.84,+/-,0.05,0.12,+/-,0.05,0.15,+/-,0.01
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,0.76,+/-,0.02,0.96,+/-,0.02,0.89,+/-,0.06,0.07,+/-,0.06,0.08,+/-,0.01
HLT_Dimuon6_Jpsi_NoVertexing,L1_DoubleMu0,60, L1_DoubleMu0 , 60,1,1,0.74,+/-,0.02,0.94,+/-,0.02,0.97,+/-,0.06,-0.03,+/-,0.06,-0.03,+/-,0.00
HLT_Mu25_TkMu0_dEta18_Onia,L1_SingleMu16 OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1, L1_SingleMu16 OR L1_SingleMu20er OR L1_SingleMu25 , 1 | 1 | 1,1,1,0.74,+/-,0.02,0.94,+/-,0.02,0.87,+/-,0.05,0.07,+/-,0.05,0.08,+/-,0.00
HLT_Photon22_R9Id90_HE10_IsoM,L1_SingleEG20,1, L1_SingleEG20 , 1,800,800,0.73,+/-,0.02,0.93,+/-,0.02,0.94,+/-,0.06,-0.01,+/-,0.06,-0.01,+/-,0.00
HLT_BTagMu_Jet300_Mu5,L1_SingleJet200,1, L1_SingleJet200 , 1,1,1,0.72,+/-,0.02,0.91,+/-,0.02,0.90,+/-,0.06,0.01,+/-,0.06,0.01,+/-,0.01
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p54PF,,, L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1 , 20,1,1,0.70,+/-,0.02,0.89,+/-,0.02,0.82,+/-,0.05,0.07,+/-,0.05,0.08,+/-,0.01
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,0.70,+/-,0.02,0.89,+/-,0.02,0.73,+/-,0.04,0.16,+/-,0.05,0.22,+/-,0.01
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq500,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,0.66,+/-,0.02,0.84,+/-,0.02,0.84,+/-,0.05,-0.00,+/-,0.05,-0.00,+/-,0.00
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_BTagCSV0p72,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,0.66,+/-,0.02,0.84,+/-,0.02,0.82,+/-,0.05,0.02,+/-,0.05,0.02,+/-,0.00
HLT_HT250_DisplacedDijet40_DisplacedTrack,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 | 1 | 1 | 1 | 1 | 1,1,1,0.65,+/-,0.02,0.82,+/-,0.02,0.77,+/-,0.04,0.05,+/-,0.04,0.07,+/-,0.00
HLT_DiPFJetAve260,L1_SingleJet128 OR L1_SingleJet176,1 | 1, L1_SingleJet128 OR L1_SingleJet176 , 1 | 1,24,24,0.65,+/-,0.02,0.82,+/-,0.02,0.72,+/-,0.04,0.10,+/-,0.04,0.15,+/-,0.00
HLT_DoubleJetsC112_DoubleBTagCSV0p85_DoublePFJetsC172,L1_DoubleJetC112,1, L1_DoubleJetC112 , 1,1,1,0.64,+/-,0.02,0.81,+/-,0.02,0.66,+/-,0.05,0.15,+/-,0.05,0.23,+/-,0.01
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG20,1, L1_SingleEG20 , 1,36,36,0.64,+/-,0.02,0.81,+/-,0.02,0.83,+/-,0.05,-0.02,+/-,0.05,-0.02,+/-,0.00
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,0.64,+/-,0.02,0.81,+/-,0.02,0.83,+/-,0.05,-0.02,+/-,0.05,-0.02,+/-,0.00
HLT_Ele15_IsoVVVL_PFHT350_PFMET50,L1_SingleEG5,262139, L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1,1,1,0.62,+/-,0.02,0.79,+/-,0.02,0.65,+/-,0.04,0.14,+/-,0.04,0.21,+/-,0.01
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf,L1_DoubleEG_22_10,1, L1_DoubleEG_22_10 , 1,1,1,0.62,+/-,0.02,0.79,+/-,0.02,0.70,+/-,0.04,0.09,+/-,0.04,0.12,+/-,0.00
HLT_HT500_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 | 1 | 1 | 1,1,1,0.61,+/-,0.02,0.77,+/-,0.02,0.81,+/-,0.04,-0.04,+/-,0.04,-0.04,+/-,0.00
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,1,1,0.61,+/-,0.02,0.77,+/-,0.02,0.69,+/-,0.04,0.08,+/-,0.04,0.12,+/-,0.01
HLT_Mu27,L1_SingleMu25,1, L1_SingleMu25 , 1,70,70,0.61,+/-,0.02,0.77,+/-,0.02,0.79,+/-,0.05,-0.02,+/-,0.05,-0.02,+/-,0.00
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1, L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1 | 1,1,1,0.61,+/-,0.02,0.77,+/-,0.02,0.70,+/-,0.04,0.07,+/-,0.04,0.11,+/-,0.00
HLT_TkMu27,L1_SingleMu25,1, L1_SingleMu25 , 1,70,70,0.59,+/-,0.02,0.75,+/-,0.02,0.75,+/-,0.05,-0.00,+/-,0.05,-0.00,+/-,0.01
HLT_Mu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1, L1_SingleMu20er , 1,100,100,0.59,+/-,0.02,0.75,+/-,0.02,0.83,+/-,0.04,-0.08,+/-,0.04,-0.10,+/-,0.00
HLT_Mu15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleMuOpen,262139, L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1,1,1,0.58,+/-,0.02,0.74,+/-,0.02,0.74,+/-,0.04,-0.00,+/-,0.04,-0.01,+/-,0.00
HLT_DiPFJetAve500,L1_SingleJet128 OR L1_SingleJet176,1 | 1, L1_SingleJet128 OR L1_SingleJet176 , 1 | 1,1,1,0.57,+/-,0.02,0.72,+/-,0.02,0.69,+/-,0.04,0.03,+/-,0.04,0.05,+/-,0.00
HLT_Ele15_IsoVVVL_PFHT600,L1_SingleEG5,262139, L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1,1,1,0.56,+/-,0.01,0.71,+/-,0.02,0.60,+/-,0.04,0.11,+/-,0.04,0.18,+/-,0.01
HLT_TkMu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1, L1_SingleMu20er , 1,100,100,0.56,+/-,0.01,0.71,+/-,0.02,0.78,+/-,0.04,-0.07,+/-,0.04,-0.09,+/-,0.00
HLT_Photon22,L1_SingleEG20,1, L1_SingleEG20 , 1,5000,5000,0.55,+/-,0.01,0.70,+/-,0.02,0.64,+/-,0.04,0.06,+/-,0.04,0.09,+/-,0.01
HLT_Mu7p5_Track7_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40, L1_SingleMu5 OR L1_SingleMu7 , 40 | 50,1,1,0.55,+/-,0.01,0.70,+/-,0.02,0.60,+/-,0.04,0.10,+/-,0.04,0.16,+/-,0.01
HLT_JetE70_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1, L1_SingleJetC32_NotBptxOR , 1,1,1,0.55,+/-,0.01,0.70,+/-,0.02,0.70,+/-,0.04,-0.00,+/-,0.04,-0.00,+/-,0.00
HLT_Mu20_Mu10,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,7,7,0.54,+/-,0.01,0.69,+/-,0.02,0.66,+/-,0.04,0.03,+/-,0.04,0.04,+/-,0.00
HLT_PFJet40,L1_ZeroBias,631, L1_ZeroBias , 5000,300,300,0.53,+/-,0.01,0.67,+/-,0.02,0.57,+/-,0.04,0.10,+/-,0.04,0.18,+/-,0.01
HLT_DoubleMu4_PsiPrimeTrk_Displaced,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18 , 1 | 1 | 1,1,1,0.52,+/-,0.01,0.66,+/-,0.02,0.63,+/-,0.04,0.03,+/-,0.04,0.05,+/-,0.01
HLT_Photon120,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG25 OR L1_SingleEG40 , 1 | 1,15,15,0.51,+/-,0.01,0.65,+/-,0.02,0.63,+/-,0.04,0.02,+/-,0.04,0.03,+/-,0.01
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 | 1,1,1,0.51,+/-,0.01,0.65,+/-,0.02,0.58,+/-,0.04,0.07,+/-,0.04,0.12,+/-,0.01
HLT_Mu17_Mu8,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,14,14,0.49,+/-,0.01,0.62,+/-,0.02,0.59,+/-,0.04,0.03,+/-,0.04,0.05,+/-,0.01
HLT_Mu20_Mu10_SameSign_DZ,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,1,1,0.49,+/-,0.01,0.62,+/-,0.02,0.51,+/-,0.04,0.11,+/-,0.04,0.22,+/-,0.01
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,0.49,+/-,0.01,0.62,+/-,0.02,0.56,+/-,0.04,0.06,+/-,0.04,0.11,+/-,0.01
HLT_DoubleMu38NoFiltersNoVtx,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,1,1,0.48,+/-,0.01,0.61,+/-,0.02,0.56,+/-,0.04,0.05,+/-,0.04,0.09,+/-,0.01
HLT_Photon50,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG25 OR L1_SingleEG40 , 1 | 1,360,360,0.48,+/-,0.01,0.61,+/-,0.02,0.62,+/-,0.04,-0.01,+/-,0.04,-0.02,+/-,0.00
HLT_Photon36_R9Id90_HE10_IsoM,L1_SingleEG25,1, L1_SingleEG25 , 1,200,200,0.48,+/-,0.01,0.61,+/-,0.02,0.56,+/-,0.04,0.05,+/-,0.04,0.09,+/-,0.01
HLT_DiPFJetAve60_HFJEC,L1_SingleJet36,3000, L1_SingleJet36 , 3000,1,1,0.48,+/-,0.01,0.61,+/-,0.02,0.58,+/-,0.04,0.03,+/-,0.04,0.05,+/-,0.01
HLT_Mu40_eta2p1_PFJet200_PFJet50,L1_SingleMu16 OR L1_SingleMu16er OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1 | 1, L1_SingleMu16er OR L1_SingleMu20er , 1 | 1,1,1,0.48,+/-,0.01,0.61,+/-,0.02,0.57,+/-,0.04,0.04,+/-,0.04,0.07,+/-,0.01
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1, L1_SingleEG40 , 1,1,1,0.48,+/-,0.01,0.61,+/-,0.02,0.63,+/-,0.04,-0.02,+/-,0.04,-0.03,+/-,0.00
HLT_Mu20_Mu10_DZ,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,7,7,0.47,+/-,0.01,0.60,+/-,0.02,0.55,+/-,0.04,0.05,+/-,0.04,0.08,+/-,0.01
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1, L1_SingleIsoEG22er OR L1_SingleEG25 , 1 | 1,1,1,0.47,+/-,0.01,0.60,+/-,0.02,0.54,+/-,0.04,0.06,+/-,0.04,0.10,+/-,0.01
HLT_Photon30_R9Id90_HE10_IsoM,L1_SingleEG25,1, L1_SingleEG25 , 1,400,400,0.47,+/-,0.01,0.60,+/-,0.02,0.57,+/-,0.04,0.03,+/-,0.04,0.05,+/-,0.01
HLT_Mu7p5_Track2_Upsilon,L1_SingleMu7 OR L1_SingleMu5,50 | 40, L1_SingleMu5 OR L1_SingleMu7 , 40 | 50,1,1,0.46,+/-,0.01,0.58,+/-,0.02,0.53,+/-,0.04,0.05,+/-,0.04,0.10,+/-,0.01
HLT_PFHT200,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1 | 1,3060,3060,0.46,+/-,0.01,0.58,+/-,0.02,0.52,+/-,0.04,0.06,+/-,0.04,0.12,+/-,0.01
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1, L1_SingleIsoEG22er OR L1_SingleEG25 , 1 | 1,1,1,0.45,+/-,0.01,0.57,+/-,0.02,0.53,+/-,0.04,0.04,+/-,0.04,0.08,+/-,0.01
HLT_Mu7p5_L2Mu2_Jpsi,L1_DoubleMu0,60, L1_DoubleMu0 , 60,1,1,0.45,+/-,0.01,0.57,+/-,0.02,0.59,+/-,0.04,-0.02,+/-,0.04,-0.03,+/-,0.01
HLT_DiPFJetAve100_HFJEC,L1_SingleJet68,300, L1_SingleJet68 , 300,1,1,0.45,+/-,0.01,0.57,+/-,0.02,0.49,+/-,0.04,0.08,+/-,0.04,0.17,+/-,0.01
HLT_Photon36,L1_SingleEG25,1, L1_SingleEG25 , 1,1250,1250,0.45,+/-,0.01,0.57,+/-,0.02,0.48,+/-,0.04,0.09,+/-,0.04,0.19,+/-,0.01
HLT_VBF_DisplacedJet40_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 | 1,1,1,0.43,+/-,0.01,0.55,+/-,0.02,0.47,+/-,0.04,0.08,+/-,0.04,0.16,+/-,0.01
HLT_HT200,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,2800,2800,0.43,+/-,0.01,0.55,+/-,0.02,0.54,+/-,0.04,0.01,+/-,0.04,0.01,+/-,0.01
HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,0.42,+/-,0.01,0.53,+/-,0.02,0.53,+/-,0.04,0.00,+/-,0.04,0.01,+/-,0.01
HLT_RsqMR240_Rsq0p09_MR200_4jet,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,0.42,+/-,0.01,0.53,+/-,0.02,0.50,+/-,0.04,0.03,+/-,0.04,0.07,+/-,0.01
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu20_EG10,1, L1_Mu20_EG10 , 1,1,1,0.41,+/-,0.01,0.52,+/-,0.02,0.56,+/-,0.04,-0.04,+/-,0.04,-0.07,+/-,0.01
HLT_HT550_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 | 1 | 1 | 1,1,1,0.40,+/-,0.01,0.51,+/-,0.02,0.56,+/-,0.04,-0.05,+/-,0.04,-0.09,+/-,0.00
HLT_Photon300_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1, L1_SingleEG40 OR L1_SingleJet200 , 1 | 1,1,1,0.40,+/-,0.01,0.51,+/-,0.02,0.48,+/-,0.04,0.03,+/-,0.04,0.06,+/-,0.01
HLT_HT325,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,570,570,0.40,+/-,0.01,0.51,+/-,0.02,0.48,+/-,0.04,0.03,+/-,0.04,0.06,+/-,0.01
HLT_PFHT400_SixJet30,L1_HTT175,1, L1_HTT175 , 1,22,22,0.40,+/-,0.01,0.51,+/-,0.02,0.42,+/-,0.04,0.09,+/-,0.04,0.21,+/-,0.01
HLT_Mu17_TkMu8_DZ,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,15,15,0.39,+/-,0.01,0.49,+/-,0.02,0.47,+/-,0.04,0.02,+/-,0.04,0.05,+/-,0.01
HLT_HT425,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,210,210,0.39,+/-,0.01,0.49,+/-,0.02,0.41,+/-,0.04,0.08,+/-,0.04,0.21,+/-,0.02
HLT_Mu17_Mu8_DZ,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,15,15,0.38,+/-,0.01,0.48,+/-,0.02,0.46,+/-,0.04,0.02,+/-,0.04,0.05,+/-,0.01
HLT_HT275,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,1100,1100,0.38,+/-,0.01,0.48,+/-,0.02,0.47,+/-,0.04,0.01,+/-,0.04,0.03,+/-,0.01
HLT_QuadPFJet_VBF,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,350,350,0.38,+/-,0.01,0.48,+/-,0.02,0.42,+/-,0.04,0.06,+/-,0.04,0.15,+/-,0.01
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1, L1_SingleEG40 , 1,1,1,0.38,+/-,0.01,0.48,+/-,0.02,0.45,+/-,0.04,0.03,+/-,0.04,0.07,+/-,0.01
HLT_Photon30,L1_SingleEG25,1, L1_SingleEG25 , 1,2500,2500,0.38,+/-,0.01,0.48,+/-,0.02,0.46,+/-,0.04,0.02,+/-,0.04,0.05,+/-,0.01
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG20,1, L1_SingleEG20 , 1,650,650,0.37,+/-,0.01,0.47,+/-,0.02,0.42,+/-,0.04,0.05,+/-,0.04,0.12,+/-,0.01
